Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
2,"Laura Dabbish, Ben Towne, Jana Diesner, James Herbsleb","Construction of association networks from communication in teams working on complex projects",2011,"Statistical Analysis and Data Mining: The ASA Data Science Journal","Wiley","https://doi.org/10.1002/sam.10135","",906,"2025-02-06 14:28:58","journal-article","10.1002/sam.10135","1932-1864","",4,5,547,563,2,0.14,1,4,14,"Abstract: This paper introduces a semi‐automated method for extracting the associations among components of a complex engineering project by mining transcripts of design discussions about the engineered artifact. We contribute a novel method for deriving network data from communication data. This method uses relational text analysis to construct networks representing associations among designed pieces of the artifact. Our analysis shows that association networks extracted with this method correlate highly with those extracted by humans, and those constructed based on expert interviews. This method can help scholars and practitioners understand the nature and evolution of the relationship between tasks and components, and the successful execution of complex projects. The association networks produced by our method can be used to reveal key properties of the project and may suggest the coordination required among project members. Collaboration technologies could potentially take advantage of these networks to infer gaps in actual coordination, discover changes in dependencies among team members as they emerge, and suggest appropriate courses of action to managers and people whose work is related. © 2011 Wiley Periodicals, Inc. Statistical Analysis and Data Mining 4: 547–563, 2011","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fsam.10135",""
2,"Nicolas Christou","Spatial Data in Undergraduate Statistics Curriculum",2021,"Journal of Statistics and Data Science Education","Informa UK Limited","https://doi.org/10.1080/10691898.2020.1844104","",928,"2025-02-06 14:28:58","journal-article","10.1080/10691898.2020.1844104","2693-9169","",29,1,27,38,2,0.50,2,1,4,"","https://www.tandfonline.com/doi/pdf/10.1080/10691898.2020.1844104",""
2,"Phillip A. Jang, Michael Jauch, David S. Matteson","Functional Stochastic Volatility in Financial Option Surfaces",2022,"Data Science in Science","Informa UK Limited","https://doi.org/10.1080/26941899.2022.2152764","",938,"2025-02-06 14:28:58","journal-article","10.1080/26941899.2022.2152764","2694-1899","",1,1,6,19,2,0.67,1,3,3,"","https://www.tandfonline.com/doi/pdf/10.1080/26941899.2022.2152764",""
1,"Jesse Anderson","The Data Engineering Team",2020,"Data Teams","Apress","https://doi.org/10.1007/978-1-4842-6228-3_4","",4,"2025-02-06 14:28:58","book-chapter","10.1007/978-1-4842-6228-3_4","","",,,43,64,1,0.20,1,1,5,"","https://link.springer.com/content/pdf/10.1007/978-1-4842-6228-3_4",""
1,"Friedemann Schwenkreis, Eckard Nothdurft","Applied Data Science: An Approach to Explain a Complex Team Ball Game",2020,"Proceedings of the 9th International Conference on Data Science, Technology and Applications","SCITEPRESS - Science and Technology Publications","https://doi.org/10.5220/0009561301350142","",18,"2025-02-06 14:28:58","proceedings-article","10.5220/0009561301350142","","",,,135,142,1,0.20,1,2,5,"","",""
1,"Usama Fayyad, Hamit Hamutcu","From Unicorn Data Scientist to Key Roles in Data Science: Standardizing Roles",2022,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.008b5006","",24,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.008b5006","","",,,,,1,0.33,1,2,3,"","",""
1,"Jeffrey Saltz","Nine Questions to Evaluate a Data Science Team’s Process: Exploring a Big Data Science Team Process Evaluation Framework Via a Delphi Study",2022,"2022 IEEE International Conference on Big Data (Big Data)","IEEE","https://doi.org/10.1109/bigdata55660.2022.10020499","",25,"2025-02-06 14:28:58","proceedings-article","10.1109/bigdata55660.2022.10020499","","",,,2667,2672,1,0.33,1,1,3,"","http://xplorestaging.ieee.org/ielx7/10020192/10020156/10020499.pdf?arnumber=10020499",""
1,"Timo Aho, Terhi Kilamo, Lucy Lwakatare, Tommi Mikkonen, Outi Sievi-Korte, Sezin Yaman","Managing and Composing Teams in Data Science: An Empirical Study",2021,"2021 IEEE International Conference on Big Data (Big Data)","IEEE","https://doi.org/10.1109/bigdata52589.2021.9671737","",54,"2025-02-06 14:28:58","proceedings-article","10.1109/bigdata52589.2021.9671737","","",,,2291,2300,1,0.25,0,6,4,"","http://xplorestaging.ieee.org/ielx7/9671263/9671273/09671737.pdf?arnumber=9671737",""
1,"Friedemann Schwenkreis","Using the Silhouette Coefficient for Representative Search of Team Tactics in Noisy Data",2022,"Proceedings of the 11th International Conference on Data Science, Technology and Applications","SCITEPRESS - Science and Technology Publications","https://doi.org/10.5220/0011100600003269","",58,"2025-02-06 14:28:58","proceedings-article","10.5220/0011100600003269","","",,,193,202,1,0.33,1,1,3,"","",""
1,"Katie Malone","Doing Data Science on the Shoulders of Giants: The Value of Open Source Software for the Data Science Community",2020,"Harvard Data Science Review","MIT Press - Journals","https://doi.org/10.1162/99608f92.268cc8e4","",83,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.268cc8e4","","",,,,,1,0.20,1,1,5,"","",""
1,"Manisha Desai","The integration of the data scientist into the team: Implications and challenges",2017,"Data Science","SAGE Publications","https://doi.org/10.3233/ds-170008","",105,"2025-02-06 14:28:58","journal-article","10.3233/ds-170008","2451-8492","",1,1,95,100,1,0.13,1,1,8,"","https://content.iospress.com/download?id=10.3233/DS-170008",""
1,"Xiao-Li Meng","What Is Your List of 10 Challenges in Data Science?",2020,"Harvard Data Science Review","MIT Press - Journals","https://doi.org/10.1162/99608f92.a3e88876","",110,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.a3e88876","","",,,,,1,0.20,1,1,5,"","",""
1,"Jeannette M. Wing, David Banks","Highlights of the Inaugural Data Science Leadership Summit",2019,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.e45fcb79","",122,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.e45fcb79","","",,,,,1,0.17,1,2,6,"","",""
1,"Xiao-Li Meng","What Are the Values of Data, Data Science, or Data Scientists?",2021,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.ee717cf7","",136,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.ee717cf7","","",,,,,1,0.25,1,1,4,"","",""
1,"Peter Pilewskie, Maria Hakuba","Libera and Continuity of the Earth Radiation Budget Climate Data Record",2021,"","Copernicus GmbH","https://doi.org/10.5194/egusphere-egu21-13183","",142,"2025-02-06 14:28:58","posted-content","10.5194/egusphere-egu21-13183","","",,,,,1,0.25,1,2,4,"&lt;p&gt;The NASA Libera Mission, named for the daughter of Ceres in Roman mythology, will provide continuity of the Clouds and the Earth&amp;#8217;s Radiant Energy System (CERES) Earth radiation budget (ERB) observations from space. Libera&amp;#8217;s &amp;#160;attributes enable a seamless extension of the ERB climate data record. Libera will acquire integrated radiance over the CERES FM6-heritage broad spectral bands in the shortwave (0.3 to 5 &amp;#956;m), longwave (5 to 50 &amp;#956;m) and total (0.3 to beyond 100 &amp;#956;m) and adds a split-shortwave band (0.7 to 5 &amp;#956;m) to provide deeper insight into shortwave energy deposition. Libera leverages advanced detector technologies using vertically aligned black-carbon nanotubes with closed-loop electrical substitution radiometry to achieve radiometric uncertainty of approximately 0.2%. Libera will also employ a wide field-of-view camera to provide scene context and explore pathways for separating future ERB missions from complex imagers.&lt;/p&gt;&lt;p&gt;The Libera science objectives associated with continuity and extension of the ERB data record are to identify and quantify processes responsible for ERB variability on various time scales. Beyond data continuity, Libera&amp;#8217;s new and enhanced observational capabilities will advance our understanding of spatiotemporal variations of radiative energy flow in the visible and and near-infrared spectral regions. They will also enable the rapid development of angular distribution models to facilitate near-IR and visible radiance-to-irradiance conversion.&lt;/p&gt;","",""
1,"Jesse Anderson","Data Teams",2020,"","Apress","https://doi.org/10.1007/978-1-4842-6228-3","",161,"2025-02-06 14:28:58","book","10.1007/978-1-4842-6228-3","","",,,,,1,0.20,1,1,5,"","https://link.springer.com/content/pdf/10.1007/978-1-4842-6228-3.pdf",""
1,"Angelina Chen","High School Data Science Review: Why Data Science Education Should Be Reformed",2020,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.1e28ce9e","",163,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.1e28ce9e","","",2,4,,,1,0.20,1,1,5,"","",""
1,"Doug Rose","Understanding Data Science",2016,"Data Science","Apress","https://doi.org/10.1007/978-1-4842-2253-9_1","",165,"2025-02-06 14:28:58","book-chapter","10.1007/978-1-4842-2253-9_1","","",,,3,9,1,0.11,1,1,9,"","http://link.springer.com/content/pdf/10.1007/978-1-4842-2253-9_1",""
1,"Clotilde Coron","Big Data et pratiques de GRH",2018,"Management &amp; Data Science","Management et Data Science","https://doi.org/10.36863/mds.a.5161","",167,"2025-02-06 14:28:58","journal-article","10.36863/mds.a.5161","2555-7033","",,,,,1,0.14,1,1,7,"Le Big Data constitue un phénomène qui irrigue aujourd’hui nombre de domaines : marketing, biologie, justice… La définition commune du Big Data, issue du rapport de Gartner de 2001, se fonde essentiellement sur les caractéristiques des données mobilisées : volume, hétérogénéité des sources et du degré de structuration, mise à jour en temps réel des données… Cette définition peut sembler restrictive, mais d’autres définitions plus récentes et plus englobantes permettent d’identifier quelques dispositifs introduisant du Big Data dans les RH. En mobilisant les notions de dispositifs et de pratiques de GRH, et en nous centrant sur trois dispositifs mobilisant des données en RH, nous cherchons à qualifier les objectifs de modification de pratiques de GRH portés par les dispositifs de Big Data RH, autour de la personnalisation et de la prédiction.","",""
1,"Stephen M. Stigler","Data Have a Limited Shelf Life",2019,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.f9a1e510","",168,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.f9a1e510","","",,,,,1,0.17,1,1,6,"","",""
1,"John M. Conroy","Classification of Red Team Authentication Events in an Enterprise Network",2018,"Security Science and Technology","WORLD SCIENTIFIC (EUROPE)","https://doi.org/10.1142/9781786345646_009","",180,"2025-02-06 14:28:58","book-chapter","10.1142/9781786345646_009","2059-1063","",,,179,194,1,0.14,1,1,7,"","",""
1,"Karla Oliveira Esquerre","Girls on Data Science: Initiative for inclusion of Data Science in Bahia’s public education – Brazil",2023,"I Congresso Internacional de Mulheres em STEAM","Softaliza Tecnologias LTDA","https://doi.org/10.55592/icimesteam.2022.5942373","",182,"2025-02-06 14:28:58","proceedings-article","10.55592/icimesteam.2022.5942373","","",,,,,1,0.50,1,1,2,"","",""
